docId,filename,top topics, and contribution to doc ...
1,D:\LDA_IMPLEMENTATION\Input_Docs\backlight.txt,13,0.286,40,0.143,24,0.143,14,0.143,12,0.143,5,0.143
2,D:\LDA_IMPLEMENTATION\Input_Docs\back_logged.txt,22,0.167,21,0.167,20,0.167,19,0.167,8,0.167,2,0.167
3,D:\LDA_IMPLEMENTATION\Input_Docs\battery.txt,37,0.333,44,0.111,38,0.111,24,0.111,18,0.111,15,0.111,3,0.111
4,D:\LDA_IMPLEMENTATION\Input_Docs\battery1.txt,24,0.333,50,0.167,29,0.167,18,0.167,8,0.167
5,D:\LDA_IMPLEMENTATION\Input_Docs\battery2.txt,5,0.182,46,0.091,45,0.091,40,0.091,36,0.091,31,0.091,26,0.091,18,0.091,14,0.091,2,0.091
6,D:\LDA_IMPLEMENTATION\Input_Docs\battery3.txt,24,0.500,44,0.250,22,0.250
7,D:\LDA_IMPLEMENTATION\Input_Docs\battery4.txt,49,0.200,37,0.200,24,0.200,23,0.200,13,0.200
8,D:\LDA_IMPLEMENTATION\Input_Docs\battery5.txt,47,0.167,34,0.167,31,0.167,26,0.167,23,0.167,14,0.167
9,D:\LDA_IMPLEMENTATION\Input_Docs\battery6.txt,37,0.333,35,0.333,24,0.333
10,D:\LDA_IMPLEMENTATION\Input_Docs\battery7.txt,36,0.400,37,0.200,24,0.200,15,0.200
11,D:\LDA_IMPLEMENTATION\Input_Docs\battery8.txt,1,0.167,39,0.083,37,0.083,34,0.083,33,0.083,30,0.083,29,0.083,24,0.083,16,0.083,12,0.083,2,0.083
12,D:\LDA_IMPLEMENTATION\Input_Docs\battery9.txt,37,0.250,33,0.250,31,0.250,14,0.250
13,D:\LDA_IMPLEMENTATION\Input_Docs\battery_1.txt,44,0.143,40,0.143,36,0.143,34,0.143,24,0.143,10,0.143,9,0.143
14,D:\LDA_IMPLEMENTATION\Input_Docs\battery_2.txt,37,0.333,24,0.333,12,0.333
15,D:\LDA_IMPLEMENTATION\Input_Docs\bluetooth.txt,43,0.200,40,0.200,17,0.200,16,0.200,1,0.200
16,D:\LDA_IMPLEMENTATION\Input_Docs\bluetooth1.txt,44,0.200,42,0.100,40,0.100,39,0.100,27,0.100,23,0.100,14,0.100,11,0.100,4,0.100
17,D:\LDA_IMPLEMENTATION\Input_Docs\bluetooth2.txt,11,0.182,40,0.091,37,0.091,35,0.091,31,0.091,30,0.091,26,0.091,24,0.091,17,0.091,12,0.091
