topicId,rank,docId,filename
2,139,70,D:\LDA_IMPLEMENTATION\Input_Docs\internet1.txt
2,140,69,D:\LDA_IMPLEMENTATION\Input_Docs\internet.txt
2,141,68,D:\LDA_IMPLEMENTATION\Input_Docs\interface3.txt
2,142,66,D:\LDA_IMPLEMENTATION\Input_Docs\interface.txt
2,143,64,D:\LDA_IMPLEMENTATION\Input_Docs\headset.txt
2,144,63,D:\LDA_IMPLEMENTATION\Input_Docs\gprs2.txt
2,145,62,D:\LDA_IMPLEMENTATION\Input_Docs\gprs1.txt
2,146,61,D:\LDA_IMPLEMENTATION\Input_Docs\gprs.txt
2,147,60,D:\LDA_IMPLEMENTATION\Input_Docs\games3.txt
2,148,59,D:\LDA_IMPLEMENTATION\Input_Docs\games2.txt
2,149,58,D:\LDA_IMPLEMENTATION\Input_Docs\games1.txt
2,150,57,D:\LDA_IMPLEMENTATION\Input_Docs\games.txt
2,151,56,D:\LDA_IMPLEMENTATION\Input_Docs\freespeak.txt
2,152,54,D:\LDA_IMPLEMENTATION\Input_Docs\features5.txt
2,153,52,D:\LDA_IMPLEMENTATION\Input_Docs\features3.txt
2,154,51,D:\LDA_IMPLEMENTATION\Input_Docs\features2.txt
2,155,50,D:\LDA_IMPLEMENTATION\Input_Docs\features1.txt
2,156,49,D:\LDA_IMPLEMENTATION\Input_Docs\features.txt
2,157,48,D:\LDA_IMPLEMENTATION\Input_Docs\email.txt
2,158,47,D:\LDA_IMPLEMENTATION\Input_Docs\dialing.txt
2,159,46,D:\LDA_IMPLEMENTATION\Input_Docs\customer_service.txt
2,160,45,D:\LDA_IMPLEMENTATION\Input_Docs\customer_rep.txt
2,161,44,D:\LDA_IMPLEMENTATION\Input_Docs\crash.txt
2,162,43,D:\LDA_IMPLEMENTATION\Input_Docs\cost.txt
2,163,42,D:\LDA_IMPLEMENTATION\Input_Docs\connectivity.txt
2,164,41,D:\LDA_IMPLEMENTATION\Input_Docs\compatible.txt
2,165,40,D:\LDA_IMPLEMENTATION\Input_Docs\camera6.txt
2,166,39,D:\LDA_IMPLEMENTATION\Input_Docs\camera5.txt
